"ID","LABEL","key","props_json"
"Pipeline|compas_recidivism_pipeline","Pipeline","compas_recidivism_pipeline","{""key"": ""compas_recidivism_pipeline"", ""name"": ""compas_recidivism_pipeline""}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_charge_degree::00226","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_charge_degree::00226","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_charge_degree::00226"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_charge_degree::00226"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::c_charge_degree"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_charge_degree"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::race::00227","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::race::00227","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::race::00227"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::race::00227"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::race"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute race"", ""C_explicit"": [""race_ethnicity"", ""protected_attribute""], ""C"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::sex::00228","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::sex::00228","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::sex::00228"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::sex::00228"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::sex"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute sex"", ""C_explicit"": [""gender"", ""protected_attribute""], ""C"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::priors_count::00229","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::priors_count::00229","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::priors_count::00229"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::priors_count::00229"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::priors_count"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute priors_count"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::days_b_screening_arrest::00230","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::days_b_screening_arrest::00230","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::days_b_screening_arrest::00230"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::days_b_screening_arrest::00230"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::days_b_screening_arrest"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute days_b_screening_arrest"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::label::00231","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::label::00231","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::label::00231"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::label::00231"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::label"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute label"", ""C_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""C"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_in::00232","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_in::00232","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_in::00232"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_in::00232"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::c_jail_in"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_in"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_out::00233","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_out::00233","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_out::00233"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::0::cell::c_jail_out::00233"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::0::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::age::00234","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::age::00234","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::age::00234"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::age::00234"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::age"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute age"", ""C_explicit"": [""quasi_identifier""], ""C"": [""quasi_identifier"", ""personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_charge_degree::00235","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_charge_degree::00235","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_charge_degree::00235"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_charge_degree::00235"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::c_charge_degree"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_charge_degree"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::race::00236","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::race::00236","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::race::00236"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::race::00236"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::race"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute race"", ""C_explicit"": [""race_ethnicity"", ""protected_attribute""], ""C"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::sex::00237","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::sex::00237","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::sex::00237"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::sex::00237"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::sex"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute sex"", ""C_explicit"": [""gender"", ""protected_attribute""], ""C"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::priors_count::00238","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::priors_count::00238","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::priors_count::00238"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::priors_count::00238"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::priors_count"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute priors_count"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::days_b_screening_arrest::00239","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::days_b_screening_arrest::00239","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::days_b_screening_arrest::00239"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::days_b_screening_arrest::00239"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::days_b_screening_arrest"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute days_b_screening_arrest"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::label::00240","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::label::00240","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::label::00240"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::label::00240"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::label"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute label"", ""C_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""C"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_in::00241","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_in::00241","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_in::00241"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_in::00241"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::c_jail_in"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_in"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_out::00242","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_out::00242","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_out::00242"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::1::cell::c_jail_out::00242"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::1::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::age::00243","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::age::00243","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::age::00243"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::age::00243"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::age"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute age"", ""C_explicit"": [""quasi_identifier""], ""C"": [""quasi_identifier"", ""personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_charge_degree::00244","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_charge_degree::00244","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_charge_degree::00244"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_charge_degree::00244"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::c_charge_degree"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_charge_degree"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::race::00245","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::race::00245","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::race::00245"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::race::00245"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::race"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute race"", ""C_explicit"": [""race_ethnicity"", ""protected_attribute""], ""C"": [""race_ethnicity"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::sex::00246","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::sex::00246","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::sex::00246"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::sex::00246"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::sex"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute sex"", ""C_explicit"": [""gender"", ""protected_attribute""], ""C"": [""gender"", ""protected_attribute"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::priors_count::00247","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::priors_count::00247","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::priors_count::00247"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::priors_count::00247"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::priors_count"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute priors_count"", ""C_explicit"": [""criminal_justice_sensitive""], ""C"": [""criminal_justice_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::days_b_screening_arrest::00248","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::days_b_screening_arrest::00248","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::days_b_screening_arrest::00248"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::days_b_screening_arrest::00248"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::days_b_screening_arrest"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute days_b_screening_arrest"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::label::00249","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::label::00249","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::label::00249"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::label::00249"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::label"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute label"", ""C_explicit"": [""criminal_justice_sensitive"", ""behavioural_sensitive""], ""C"": [""criminal_justice_sensitive"", ""behavioural_sensitive"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_in::00250","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_in::00250","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_in::00250"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_in::00250"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::c_jail_in"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_in"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
"PrivacyAnnotation|PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_out::00251","PrivacyAnnotation","PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_out::00251","{""key"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_out::00251"", ""annotationId"": ""PA::prop::DataCellArtifact::D4_COMPASLabelTransformed::record::2::cell::c_jail_out::00251"", ""target_label"": ""DataCellArtifact"", ""target_key"": ""D4_COMPASLabelTransformed::record::2::cell::c_jail_out"", ""granularity"": ""cell"", ""source"": ""propagated:TR"", ""policy_id"": ""B3_label_transform_policy"", ""generated_by"": ""run_fc7d525c22::004::B3_label_transform"", ""note"": ""TR propagation for output attribute c_jail_out"", ""C_explicit"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier""], ""C"": [""criminal_justice_sensitive"", ""temporal_quasi_identifier"", ""sensitive_personal_data""], ""U"": [""criminal_justice_research"", ""research""], ""R"": [""delete_on_request"", ""retention_5y""], ""A"": [""AU"", ""DPO"", ""DS""]}"
